Tweets,target(fake=0)
b'@RepDanCrenshaw Big pharma (Gilead) has run a solid campaign against any innovation or the use of hydroxychloroquine. Follow the money. https://t.co/3wZPrijH9R',1
"b""#COVAXIN India 's first covid 19 vaccine \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f hoping corona virus vanishes #god #CoronaVaccine https://t.co/aI5VetSO0z""",0
"b""India's first COVID-19 vaccine candidate, COVAXIN, has gotten approval for human trials. It has been jointly developed by ICMR (Delhi), NIV (Pune) and Bharat Biotech. https://t.co/5A5qlfKyPW""",1
"b""@parscale @realDonaldTrump This is great news for COVID-19 patients, but, hoping Remdesivir, won't be vilified by the Democrat MSM cabal, like Hydroxychloroquine was, when, President Trump endorsed it!! #COVID19 #Remdesivir""",1
b'#CT will utilize $2 million in #COVID19 relief funds to expand the CT Youth Employment Program  Employment opportunities will include: \xf0\x9f\x93\xb1\xf0\x9f\x92\xbb Virtual outreach encouraging health safety \xf0\x9f\x8d\x8e\xf0\x9f\x93\x9a Delivering educational materials \xf0\x9f\x8f\xa1 Assisting homebound families  https://t.co/LMEpqZP4vu',1
"b'via @PerilofAfrica India Launches Human Trials for Its First COVID-19 Vaccine: Developed by Biotechnology Company Bharat Biotech, the vaccine which is India\xe2\x80\x99s first indigenous experimental vaccine against the viral respiratory infection will be tested at\xe2\x80\xa6 https://t.co/sBFv5VYBZN'",1
b'Global #COVID19 prevention trial of #hydroxychloroquine to resume. #Coronavirus #CoronaVirusUpdates https://t.co/YMjxmDlhCh @Reuters',1
"b""@IamChosen777 Here's another article:  Frontline doctors testify that hydroxychloroquine works \xe2\x80\x93 and protest its sabotage https://t.co/V22PBBawuS""",1
"b'""The response to the corona virus has shown us that our government is capable of acting quickly, of spending money when they feel it\'s worth it. We are here to tell them that the climate crisis is worth it."" #BuildBackBetter #NewDeal #borishasfailedtheuk https://t.co/d1z76P4YH1'",0
"b""@susan_welch7 Here's a new one today:  https://t.co/V22PBBawuS""",1
b'@INCIndia @SupriyaShrinate Yes India will fight against Covid-19 till December or more depends on vaccine. you  and congress should also understand and underline that Congress will never be a ruling party of India what ever you or your party do.\xf0\x9f\x98\xa0',0
"b'In worst-case scenario, South Asia, including India, could see additional deaths of as many as 881,000 children aged 5 or under and that of 36,000 mothers over the next twelve months. The bulk of these deaths would occur in India and Pakistan. @PTI_News https://t.co/PZQcsPCRqY'",1
b'@avijit_patnaik @PriyankaPulla @SonaliVaid @amitvarma @devangshudatta And we complain about insufficient studies for HCQ  I suspect HCQ plays the same role for doctors which Arsenicum Album fulfills for the man on the street',1
"b""India's first COVID-19 vaccine candidate, COVAXIN, has gotten approval for human trials. It has been jointly developed by ICMR (Delhi), NIV (Pune) and Bharat Biotech. https://t.co/2QkxMaWjXZ""",1
"b""Here's all you need to know about #Covaxin, the first India-made #COVID19 vaccine candidate that\xe2\x80\x99s been approved for the human trial phase | READ: https://t.co/2uXerRShVG   #Coronavirus #Unlock2 #India https://t.co/2KDRuSvo9k""",1
"b'@ramanadi18 @Utpaladevan @ankeetpanwar @dhruv_rathee Funny is this liptard from the terrorist Jai Shree Ram lynchers group which he proudly claim so, worry about mulla so much than his own Gomutra. Keep polishing your feku tongue. Help this coward PM to lie even more.'",0
"b'@PMOIndia @imBhupendrasinh @UNICEF @DrRPNishank @GTUoffice @ugc_india @vijayrupanibjp   Respected sir/firms/universities, every student who are request you for save their lives, in this COVID-19 pandemic are like one of your child. Some where you every one know that this is wrong'",1
b'Narendra Modi Speech Today LIVE Updates: Prime Minister reviews preparation for COVID-19 vaccination ahead of national address; speech to begin shortly https://t.co/cFH0QacZM6',1
b'@savukku @Madurai_Ashok @akshaykumar He is filling up #Gomutra    #PetrolDieselPriceHike',0
"b'Wondering when China \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3 will come up with a vaccine for COVID-19 , what will India do . Will they boycott it like they blacklisted apps of China .'",1
"b""@POTUS de-fund FDA  They are lying. They can't be trusted. What good are they?  Every class action lawsuit in history over ANY drug is a drug they approved. They are NOT approving it now because it works for cheap. #arrestfauci   #FDA #Hydroxychloroquine #Covid_19 #Plandemia https://t.co/CxuN9QfMjg""",1
b'Accepting the challenge of Corona virus. My Ayurvedic Mixture of Gomutra salt and herbal can control all types of viruses. First time in the world this type of medicine. Can control all in 2 days. Give me an opportunity. #Germany https://t.co/zTgMQcov1v',0
"b'@SaahilS3 @CountryHai @Swamy39 Not necessarily. As you called him a Gomutra drinker, his mom would be a Hindu. This is called Common sense, which islamists lack. You need to grow up Madrasa.'",0
"b'@AnkitLal arsenicum album is claimed to be a cure for covid by homeopaths. However, as always, it lacks scientific evidence. Arsenic is a poision. But,Homeo drugs, when made are diluted greatly. So, consantration of arsenic in the solution comes to almost nil. It cannot harm.'",0
b'Dedicate this song to those who have lost loved ones to COVID19 https://t.co/Q7RAvrHejc https://t.co/d7b7out8t5',1
"b'Congratulations to the teams at @BharatBiotech, @ICMRDELHI &amp; National Institute of Virology for making remarkable progress with the #Covid19 vaccine. #COVAXIN is not just a great hope for India but for mankind.  https://t.co/holgzwq8TX'",1
"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  #COVAXIN  #covid19  #Indiafightscorona  #ICMR  #coronavirusvaccine https://t.co/ruh5gk3bdP""",1
"b'The latest news from Chinese #pharma, including the latest on  COVID-19 vaccine from @ChinaSinopharm, how geopolitical tensions are affecting trade between #China and #India, and the country\xe2\x80\x99s latest pharma billionaire. https://t.co/4YTHYVPMZw'",1
"b""Covaxin \xe2\x80\x94 India's first Covid-19 vaccine by Bharat Biotech gets DCGI nod for human trials https://t.co/smqZshTmUD""",1
"b""Bharat Biotech's indigenous COVID-19 vaccine 'COVAXIN' gets approval for phase I &amp; II human clinical trials https://t.co/wKXCEgSj32 via @Prasad Bhosekar""",1
"b""@UnemployedYou12 @Darshansawantt @ICC Those are just false accusations. But I don't blame you. Your mind is rotten by gomutra so these hallucinations are obvious.""",0
b'Rays of hope #COVAXIN  #Covid_19  #ICMR #NIV https://t.co/BH52lGfwB5',0
"b""@TheSolariReport Today's new article shows how doctors are rebelling against the media suppression of hydroxychloroquine:   https://t.co/V22PBBawuS""",1
"b'On 1 July 2020, Germany will take over the presidency of the Council of the European Union. During a six-month period, Germany will lead the work of the Council during the recovery from the corona virus crisis, building co-operation and agreement between member states. https://t.co/0340txU4eZ'",1
"b""@Saadia_Sattar__ Right now china don't.... but i think you like chinese undergarment mask and corona kit.. which is banned in india....  And world and india also work for covid -19 vaccine and china do clinical trial on pakistani people if china develops.. then we will see result on you.""",1
"b'What exists,when powerful speaks,it is heard for the first time.Time.  Coronil, Siddha, Arsenicum Album: How Traditional Medicines Are Being Claimed to Have Cure For COVID-19. https://t.co/ZjlTFpt7m0'",0
"b""TRIAL\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 India-based Bharat Biotech announced that it has successfully developed Covaxin, India's first vaccine candidate for Covid-19 in collaboration with Indian Council of Medical Research(ICMR) and National Institute of Virology #COVAXIN #ChineseVirus #COVID19 #BharatBiotech https://t.co/x60wtHi3sr""",0
"b""Good news \xf0\x9f\x98\x83 COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.   @ICMRDELHI  @DBTIndia @icmr_niv   #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/GZwwthqBtx""",1
b'@Bharathpkgl The is what LW is ... When out of facts... bring Gomutra &amp; Gobar every debate \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1
b'#BIGBREAKING  India\xe2\x80\x99s first COVID-19 vaccine candidate COVAXIN gets DCGI approval. Developed by #BharatBiotech in collaboration with ICMR &amp; the National Institute of Virology ! @MoHFW_INDIA @PMOIndia @HFWOdisha #IndiaFightsCoronavirus https://t.co/RfDM7IsNcb',1
b'Experts say claiming that a drug is going to keep you safe from the pandemic can get people to just consume that medicine and throw caution to the wind.  https://t.co/nH86JYhTo2',0
"b""I continue to be disappointed by the ongoing dialogue regarding the use of masks \xf0\x9f\x98\xb7. The war against #COVID19 is not Republicans vs. Democrats, it's Us vs. Coronavirus. #MaskUpTN""",1
"b'Ahead of his address to nation, PM Modi reviews Covid-19 vaccine status https://t.co/m97C6RgzxX'",1
"b""The country's 'first' indigenous #COVID-19 vaccine COVAXIN, developed by city-based #BharatBiotech in collaboration with ICMR and NIV, has got the nod for human clinical trials from the Drug Controller General of India, the company said on Monday.  https://t.co/rBDMAB4XIH""",1
"b'@moayush coronil is not proven in clinical trial... But is ""arsenicum album"" proven? Y is gvt distributing those tablets'",0
b'@EricTrump How many days since your daddy was promoting hydroxychloroquine as a miracle cure for Covid-19? https://t.co/cRdI2G33Av',0
"b'@PengellySarah @NightingaleExt Not at the moment, but it taking people for other issues would also free capacity for covid19'",1
b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister https://t.co/1MfS2yBSLN',1
"b'#COVID19 testing: The laboratories should be free to test any individual in accordance with the guidelines, says ICMR  https://t.co/UJ5AKf2SIY'",1
"b'""COVID-19 Vaccine Must Be Affordable, Universal"": PM Modi https://t.co/tOOI1yC9qz'",1
b'As\xc2\xa0France Soir\xc2\xa0put it: the trial management must \xe2\x80\x98never put low-cost hydroxychloroquine therapy in direct competition with remdesivir\xe2\x80\x99. Or with mass vaccination.\xe2\x80\x9d[viii] https://t.co/FclaBVwQTh',1
b'Y\xe2\x80\x99all really thought yo scientists could find the cure?  Nah-uh  Baba Ramdev spat gomutra right on ya faces man \xf0\x9f\x98\x82 #RamdevCoronaCure #logicdownramdevup #Patanjali',0
b'@HuXijin_GT Important things than nationalism like... China corona virus? SARS ? Illegal land encroachment policies? Disgusting foods? Like latest potential pandemic swine flu? Like Chinese govt threats to international Chinese students in Australia &amp; else where?',1
b'@AtishiAAP @anandmahindra ICMR research has not shown plasma thereby promising in COVID-19 cure? You should first have consulted the medical fraternity before making such appeal. Be responsible as you are a leader not just a commoner! Or it\xe2\x80\x99s other way?',1
b'PM Modi Addresses Nation on Covid-19 Vaccine LIVE | V6 News  #PMModi #India #CoronaVaccine',1
b'Selected Articles: The Media Sabotage of Hydroxychloroquine Use for COVID-19 https://t.co/IO2ZZQChq7 via @grtvnews',1
b'@HuXijin_GT China claims everything except Chinese Corona virus...',1
b'covid-19 vaccine#india#first#cure#humantest https://t.co/2nKGr4cZGk',0
"b""COVID-19 Update: Bharat Biotech Develops India's First Coronavirus Vaccine, COVAXIN https://t.co/HVu2IMLs6E #Corona #CoronaVirus #Covid19  #Hyderabad #BharatBioTech""",0
"b'@PeterHorby Please can you clarify why the test has been re-started, after you mentioned at the Downing Street briefing on 16th June that there was no evidence that it worked?  https://t.co/ByIV2X4c8Y'",1
b'@RahulKu81172799 @narendramodi177 and also dont forget to get ur itcell salary of 200ml gomutra',0
"b""What you need to know about India's 1st #COVID-19 vaccine candidate, #COVAXIN https://t.co/gOjNBsV6bn""",1
"b""Ever used the 'Gomutra' jibe?  Defiled the meaning of the word 'Bhakt', which simply means- devotee, to make fun of someone?   If yes, you are part of the problem.  Read that again.""",0
b'@savukku @akshaykumar He is using gomutra now',0
"b'Dr Raman Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires - The New Indian Express #politics https://t.co/ulTcCE9EI8 https://t.co/d8XJxQyUHs'",1
"b""India's first COVID-19 vaccine candidate cleared for human trials @AJENews  https://t.co/L4H7VDVFe0 India leads the way""",1
"b""@ReaLinfallible @UnemployedYou12 @Darshansawantt @ICC Happens to those who drink 'gomutra'... \xf0\x9f\x98\x86""",0
b'Hi sir @PawanKalyan  Can you please ask AP and TS government to add  Covid19 cases treatment in Arogyasri scheme. So that poor and middle class people will get real benefit  Thanks in advance',1
"b""#BIG_BREAKING: After successfully testing animals, Union Health Min approves clinical human trails for #India's first #COVID19 vaccine-#Covaxin. Vaccine being co-developed by @BharatBiotech &amp; @icmr_niv. #Telangana CM #KCR said #Covid_19 vaccine will come from #Hyderabad by August https://t.co/gnBjpRPTGL""",1
"b""@AbhishBanerj Because when they indulge in superstition, they do it gracefully as well \xf0\x9f\x98\x85 in a grand well embellished cathedral. Hum log toh gaay ke paas kichad mein khade ho kar gomutra peetein Hain. Where's the beauty in that? \xf0\x9f\x99\x8f""",0
"b""@ImranKhanPTI @AmitShah @PMOIndia @PakPMO @UNICEF_Pakistan   https://t.co/zjU0q42Z8U Look at the bitter truth about Pakistan and U want to help India... use the cash to fill ur hospitals with beds and save your people lives... India will manage, hope u won't disappear from world's map""",1
"b""Centre asks States/UTs to take steps to facilitate &amp; ramp up testing.   States/UTs have also been urged to pay attention to 'contact tracing' as it holds the key to containing the #Covid_19  Health Secretary and DG (ICMR) have written a joint letter to States/UTs to this effect. https://t.co/45BbwbUieU""",1
"b""@ClownVidz @kanheresandeep @ImtiazMadmood \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 patnjali don't have patent for ayurveda . Anyone can make ayurvedic medicine . FYI gomutra and gobar is part of panchtatva which is extensively used in ayurveda. Fool""",0
b'COVID-19 Testing Update . For more details visit: https://t.co/dI1pqvXAsZ #ICMRFIGHTSCOVID19 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #COVID19 https://t.co/vc1yxO0BOo',1
"b""@MarkInd1080 @foreverIdly @GappistanRadio With multiple phases of testing, peer review and lots of other checks and balances.   Anyone who has even an iota of understanding how research's done, knows that the work is completely suspicious.  Patanjali's other gems like gold from gomutra doesn't help the Hindu thing too""",1
