Tweets,target(fake=0)
normal country developed developing such claimant cure corona either seen psychiatrist locked jail time prevent damage gullible victim note drug formulation already market ampl ready believe even donkey coronil,0
india patanjali firm launching coronil corona remedy cure medicine starting monday successful clinical trial conducted corona infected person recovery rate priced rupee per kit,0
coronil genuine claim curing corona lack trial lack base month back claiming thing gaumutra may god save stupid soul,1
heartiest congratulation patanjali able guidance baba ramdev come coronil possible cure corona yet another feather cap bharatvarsha ayurveda huge relief million across world usa etc,0
live corona physical illness threatens life people also draw attention unhealthy lifestyle modi corona corona catch live update here stay tuned,1
ahead address nation modi review corona vaccine,1
baba ramdeo made medicine cure corona named coronil coronavaccine human trial follow purchase,0
sample size coronil isn big enough conclude cure corona hand kadha adviced boosting immunity medicine corona,1
coronil need know ayurvedic medicine claim cure corona india news hindustan time,0
coronacrisis total cure corona still pipe dream far away hemant thacker physician watch newstoday,1
central govt efree ration entire population west live west bengal egarib kalyan anna yojana show modi commitment welfare poor coronaoutbreak corona coronapandemic,1
clear plan vaccine developed rahul problem understanding clearly defined strategy avoid asking stupid question confuse piddis,1
waiting vaccine cause pyramid upar hai vaccine ayegi toh inko toh mil jayegi middle class bpl mrenge fir aur desh nam sandesh jisme bola jayega unemployment economy etc har country hui hai fir bar modi sarkar corona prep,1
narendra modi speech live update ahead address chair meeting review preparation vaccine corona narendramodi pmmodiaddrssthenation,1
corona live india case jump global tally past coronaupdate coronacrisis corona,1
babaramdev said narendramodi come power india get back blackmobey day modi petrolprice wuld saying patanjali cronil cure corona day,0
who could imagined drug boost immunity named coronil would sold cure corona virus ppl unnecessarily making issue,0
newssites like allowed run banned yet crossed level cheapness shitty article,1
corona live update amit shah asks report every corona death delhi gujrat model state r present india namard modi tadipaar amit shah given relief report related corona,1
narendra modi speech today live update prime minister review preparation corona vaccination ahead national address speech begin shortly,1
coronil ayurvedic cure corona launched today patanjali association amp pharmaceutical consortium ani time now republic zee amp aajtak pharmaceutical patanjali coronil boycottchineseproducts,1
nobody know yet coronil effective not but hoping cure this sick mentality dear sister reading book english also taken granth don make real pseudo respect every science sister ayurveda ayush coronilkit bam,0
current status india global vaccine development effort also reviewed meeting modi highlighted india responsibility commitment global community play enabling role global vaccination effort corona corona corona,1
